LON,LAT,SI_NM
128.6205833,35.8294408,daegu
127.4364729,36.3672791,daejeon
127.0034601,37.5831419,seoul
127.0617495,37.2093299,kyeonggi
127.0941382,37.5980361,seoul
127.0344342,37.5582108,seoul
129.0679605,35.1384733,busan
126.7823171,37.4855438,kyeonggi
128.0850136,35.0767171,gyeongnam
127.085736,37.595589,seoul
126.6758154,37.5440977,incheon
126.9980947,37.58271,seoul
127.1815063,37.6504031,kyeonggi
127.060961,37.0797537,kyeonggi
127.044082,37.2787653,kyeonggi
126.9706122,37.5624639,seoul
129.1400384,35.799655,gyeongbook
127.131291,37.4877656,seoul
126.961197,37.4033704,kyeonggi
126.9379347,37.5558225,seoul
127.4299087,36.4471769,daejeon
126.9865805,37.5772595,seoul
127.0405194,37.4691999,seoul
126.896661,37.5268551,seoul
127.0584724,37.2462036,kyeonggi
126.7448116,37.4993929,kyeonggi
126.7017766,37.4462213,incheon
127.1214407,35.8318888,jeonbook
127.1669368,35.8358288,jeonbook
126.7363437,37.3462371,kyeonggi
126.7608185,37.503639,kyeonggi
127.0458986,37.651399,seoul
127.5870639,37.8272162,kangwon
127.1392999,36.4735198,choongnam
126.8,36.5184,choongnam
127.1215414,37.3840305,kyeonggi
127.0877587,37.3195812,kyeonggi
126.9379347,37.5558225,seoul
127.0344078,37.4852042,seoul
127.4464897,37.2777273,kyeonggi
126.9609313,37.5079603,seoul
129.3972418,36.0798853,gyeongbook
127.7438856,37.8736374,kangwon
127.0766296,37.5455886,seoul
126.9496266,37.5442488,seoul
127.047337,37.3042402,kyeonggi
126.8840333,37.4478621,kyeonggi
126.6854477,35.9477876,jeonbook
127.506169,36.6316325,choongbook
126.3870779,34.9683241,jeonnam
128.114861,36.1358729,gyeongbook
129.3878178,36.0760637,gyeongbook
126.8488906,37.557955,seoul
127.0541652,37.5828446,seoul
126.7243065,37.4931159,incheon
127.0520941,37.7412573,kyeonggi
129.0312977,35.0996216,busan
129.0312977,35.0996216,busan
129.0312977,35.0996216,busan
127.1162476,37.3795145,kyeonggi
127.1122975,37.3781018,kyeonggi
128.6223836,35.8571165,daegu
129.3995531,36.082069,gyeongbook
127.0441266,37.2767553,kyeonggi
126.7214954,37.4940971,incheon
127.0308214,37.6470746,seoul
127.2367232,37.647889,kyeonggi
127.4267512,36.3280719,daejeon
127.0515899,37.2349724,kyeonggi
127.0737241,37.6606283,seoul
126.937347,37.557913,seoul
127.0711223,37.1901554,kyeonggi
127.0730558,37.2064948,kyeonggi
127.0715752,37.2022895,kyeonggi
127.3763148,36.350985,daejeon
127.1446276,37.5345232,seoul
126.8633771,37.5495824,seoul
126.8443392,37.5582043,seoul
127.0980274,37.5112348,seoul
128.5662448,35.194483,gyeongnam
128.5751996,35.2059699,gyeongnam
127.3820006,36.3661599,daejeon
126.7323017,37.4546737,incheon
127.0392648,37.470061,seoul
127.0779003,37.6148192,seoul
126.9828862,37.5633734,seoul
126.9836889,37.560443,seoul
126.9876587,37.5619223,seoul
126.9856914,37.561099,seoul
128.9030129,35.0817018,busan
127.1296961,37.4327035,kyeonggi
126.8719581,37.5191188,seoul
126.8634482,37.5315517,seoul
126.8637941,37.5273985,seoul
126.8802542,37.535793,seoul
126.4373919,34.9109437,jeonnam
126.4357413,34.7973583,jeonnam
126.9794682,37.5694872,seoul
126.9174385,35.1470259,kwangju
128.1857157,36.5856225,gyeongbook
126.8,36.5184,choongnam
127.1304303,37.4870024,seoul
129.0699165,35.1372554,busan
127.0242173,37.6320892,seoul
127.0634404,37.6567015,seoul
127.3196823,36.3741938,daejeon
127.0875987,36.1949035,choongnam
127.0299411,37.5166178,seoul
127.0376991,37.5214442,seoul
127.0523757,37.5674369,seoul
126.9007243,37.5342166,seoul
126.9007243,37.5342166,seoul
126.8,36.5184,choongnam
128.4650259,35.858893,daegu
128.6513905,35.8810648,daegu
128.7241107,35.8668602,daegu
128.5460201,35.9266015,daegu
128.5554915,35.8719132,daegu
128.5357392,35.8495582,daegu
128.6222517,35.8378235,daegu
128.6228441,35.8620542,daegu
127.0682907,37.144669,kyeonggi
127.1437315,37.5505491,seoul
128.5875108,35.8683575,daegu
127.1277311,37.4652147,kyeonggi
126.9701243,37.2968783,kyeonggi
126.7330901,37.5172333,incheon
127.1259238,37.5381499,seoul
128.6223209,35.8271245,daegu
128.5792924,35.8353605,daegu
128.5312808,35.8584813,daegu
128.51,35.8549763,daegu
128.5871573,35.8837826,daegu
129.1053785,35.1394979,busan
126.8971889,37.4998289,seoul
126.9246348,37.5095834,seoul
128.0829886,35.193815,gyeongnam
129.3390118,36.0251552,gyeongbook
127.3720609,36.3225564,daejeon
127.374449,36.3459265,daejeon
127.3778062,36.2884029,daejeon
127.3788344,36.3528799,daejeon
127.3175549,36.3872054,daejeon
127.4089694,36.3209817,daejeon
127.3878962,36.3492748,daejeon
127.3973398,36.4015236,daejeon
127.436054,36.3493532,daejeon
127.3816382,36.3594303,daejeon
127.3942556,36.3462457,daejeon
127.3939041,36.3184243,daejeon
127.4385164,36.3521082,daejeon
127.4385164,36.3521082,daejeon
127.4268575,36.3509632,daejeon
127.0532268,37.5014889,seoul
127.0543361,37.5042839,seoul
127.0039337,37.5802239,seoul
126.7471715,37.6766537,kyeonggi
127.4244576,36.3273534,daejeon
127.2109886,37.586847,kyeonggi
127.125746,35.843803,jeonbook
129.0058525,35.2098836,busan
126.885381,35.1234777,kwangju
126.8826586,35.1567587,kwangju
126.8803477,35.1597624,kwangju
126.9722532,37.5703734,seoul
127.0149242,37.4880556,seoul
127.0120696,37.4844861,seoul
127.0250109,37.5049105,seoul
126.9011797,37.4831013,seoul
127.1331221,37.6083169,kyeonggi
127.1340829,37.6048667,kyeonggi
127.1426697,37.6011288,kyeonggi
127.1391861,37.6061538,kyeonggi
127.1397735,37.586709,kyeonggi
128.324879,36.1238959,gyeongbook
128.311018,36.1534607,gyeongbook
128.3310721,36.12859,gyeongbook
128.4204776,36.1056151,gyeongbook
127.1224608,37.3873091,kyeonggi
127.0030039,36.7820891,choongnam
127.4288145,36.3280007,daejeon
128.3396389,36.1144041,gyeongbook
126.9871614,37.5011293,seoul
127.0857451,37.5452135,seoul
127.0838869,37.5368906,seoul
126.7023136,35.9646054,jeonbook
126.7188863,35.9642509,jeonbook
126.7090634,35.9642231,jeonbook
126.7163322,35.98417,jeonbook
127.0784904,37.5561292,seoul
126.9438366,37.3459694,kyeonggi
127.1431785,37.5451784,seoul
127.5927803,36.9929789,choongbook
127.1116678,37.28051,kyeonggi
127.0252982,37.6019694,seoul
128.1182027,36.1347926,gyeongbook
126.7179191,37.619632,kyeonggi
128.8666916,35.2328393,gyeongnam
128.7952826,35.1780492,gyeongnam
128.7354446,35.3078775,gyeongnam
126.6704962,37.4078996,incheon
126.9609681,37.4775485,seoul
126.975145,37.5565217,seoul
126.8598358,37.5220993,seoul
127.0160956,37.4857289,seoul
126.9730352,37.483982,seoul
127.1878264,37.7113358,kyeonggi
127.136463,37.5970757,kyeonggi
127.16088,37.4546924,kyeonggi
128.0362633,34.8037056,gyeongnam
126.9947716,37.48772,seoul
126.9456831,37.5133683,seoul
127.0597024,37.6543877,seoul
127.0257605,37.5007556,seoul
127.1269594,37.2704081,kyeonggi
127.0525004,37.5152016,seoul
127.0451693,37.518125,seoul
127.0275062,37.4995662,seoul
127.1228007,37.5295605,seoul
128.9142826,37.7989517,kangwon
128.8783757,37.7654666,kangwon
128.9497607,37.7707848,kangwon
128.8991552,37.7569422,kangwon
127.0274602,37.6390962,seoul
126.8495268,37.5520631,seoul
126.8567893,37.4970364,seoul
126.8588935,37.4940896,seoul
128.6216465,34.890277,gyeongnam
127.0726183,37.5376127,seoul
127.0727712,37.5451809,seoul
126.7830297,37.6676254,kyeonggi
127.0725686,37.1999049,kyeonggi
127.0414301,37.2065702,kyeonggi
126.9779965,37.5612111,seoul
126.9779965,37.5612111,seoul
129.0585692,35.1550466,busan
128.1077935,35.1534589,gyeongnam
127.0343027,37.4940724,seoul
127.0747057,37.3158332,kyeonggi
127.0387094,37.552989,seoul
127.0035235,37.5820342,seoul
126.9161967,37.6115617,seoul
127.0359826,37.4866398,seoul
127.0113767,37.5565783,seoul
127.0623312,37.6555926,seoul
127.0016871,37.2659137,kyeonggi
126.8655288,37.3018681,kyeonggi
126.7361386,37.3446022,kyeonggi
127.0266213,37.5228609,seoul
127.0321031,37.4972333,seoul
127.9024236,35.6880315,gyeongnam
128.558868,35.1802649,gyeongnam
126.9728285,37.5761252,seoul
128.6079406,35.8926401,daegu
128.7367555,35.8239413,gyeongbook
129.2144385,35.8644986,gyeongbook
129.2132294,35.8416069,gyeongbook
129.2130204,35.8640731,gyeongbook
127.0544428,37.5903516,seoul
126.7262063,37.5436087,incheon
127.1544873,37.5525675,seoul
126.8664203,37.5000828,seoul
127.1721102,37.0004381,kyeonggi
127.0730516,37.6261,seoul
127.1247417,36.4546147,choongnam
127.1379047,36.470424,choongnam
127.0765177,37.6293475,seoul
127.3402505,36.2997205,daejeon
127.0269635,37.3226282,kyeonggi
126.8537114,37.478437,kyeonggi
126.8764366,37.4723246,kyeonggi
126.8948441,37.4445757,kyeonggi
126.869678,37.474001,kyeonggi
129.0349098,35.0989571,busan
129.1201317,35.1547761,busan
127.0954964,37.5419313,seoul
127.1064934,37.5477917,seoul
126.8596653,35.1585338,kwangju
127.2582691,37.4091764,kyeonggi
126.8584868,35.1772184,kwangju
126.8967062,35.1781312,kwangju
126.9141226,35.1487196,kwangju
126.9174385,35.1470259,kwangju
127.0296981,37.5869557,seoul
127.0351811,37.5015637,seoul
127.0113069,37.4786094,seoul
127.505478,36.6305851,choongbook
126.6515593,37.3948805,incheon
128.4692038,36.0832499,gyeongbook
127.1404521,36.4753819,choongnam
126.8492173,35.1537145,kwangju
126.8381975,35.1964453,kwangju
126.9124584,35.1778608,kwangju
126.8539245,35.1512948,kwangju
128.5360926,35.8076216,daegu
128.6347799,35.8700747,daegu
128.6415211,35.8209487,daegu
128.5768732,35.840491,daegu
128.5539608,35.8561211,daegu
127.4579836,36.3069634,daejeon
127.2451231,37.6542152,kyeonggi
127.029767,37.2616102,kyeonggi
128.5949901,35.8675177,daegu
129.0886408,35.231445,busan
126.7688993,37.6603905,kyeonggi
126.9255177,37.5558336,seoul
126.8499448,35.1537259,kwangju
126.7919143,37.4804307,kyeonggi
126.9950049,37.4246825,kyeonggi
127.0956975,37.6043103,seoul
127.0811263,37.5110379,seoul
129.0284936,35.0991289,busan
127.0274771,37.5036414,seoul
126.9864782,37.5690214,seoul
126.7181118,35.0318083,jeonnam
126.9227499,37.6007382,seoul
126.9818615,37.5822755,seoul
126.9818615,37.5822755,seoul
126.9818615,37.5822755,seoul
128.6780713,35.2241211,gyeongnam
127.0505071,37.7421213,kyeonggi
126.7385057,37.4006643,incheon
126.9578335,37.4949282,seoul
126.9632577,37.3938228,kyeonggi
126.9483129,37.3707129,kyeonggi
126.9448825,37.512553,seoul
127.0477029,37.5055164,seoul
127.0296921,37.5831505,seoul
126.9235705,37.3990962,kyeonggi
127.3788344,36.3528799,daejeon
127.3890377,36.3527541,daejeon
127.3641881,36.3578994,daejeon
127.3842048,36.3439458,daejeon
126.4816856,34.9904542,jeonnam
126.4191894,34.8037569,jeonnam
126.4248296,34.805402,jeonnam
127.5193909,34.96053,jeonnam
126.4930697,33.4859919,jeju
126.8364913,37.3185883,kyeonggi
128.7531181,35.8369431,gyeongbook
126.9583784,35.9634549,jeonbook
127.1259322,35.8146147,jeonbook
127.1159695,35.8198334,jeonbook
126.4783486,33.485812,jeju
126.5252713,33.5134868,jeju
127.4471974,36.1942861,choongnam
127.4244388,36.6240416,choongbook
127.4687843,36.6109584,choongbook
127.4603745,36.6334309,choongbook
127.5321341,36.5573058,choongbook
128.5611616,35.9433528,daegu
129.3725595,36.0670415,gyeongbook
129.3753816,36.0533502,gyeongbook
127.7352019,37.8760356,kangwon
126.9234386,37.5233278,seoul
126.9294285,37.518604,seoul
127.4430202,36.6166517,choongbook
126.8917581,37.4768775,seoul
128.9042265,35.2435247,gyeongnam
127.03905,37.5167581,seoul
127.042802,37.5124311,seoul
127.1554976,36.8176253,choongnam
127.1849551,37.1404472,kyeonggi
129.0594094,35.1565292,busan
127.5041959,36.6305149,choongbook
127.0294878,37.4913415,seoul
126.8380276,37.3185349,kyeonggi
126.8380276,37.3185349,kyeonggi
127.0037064,37.5815681,seoul
126.9225763,37.3997467,kyeonggi
126.7708412,37.6575411,kyeonggi
128.1066591,35.1530028,gyeongnam
127.0188711,37.5166201,seoul
127.0372438,37.5093304,seoul
126.9344613,37.4694895,seoul
127.0450977,37.4848496,seoul
126.9632777,37.5341606,seoul
127.0829527,37.5378709,seoul
127.0006887,37.2674074,kyeonggi
126.9458709,37.5590229,seoul
127.0408203,37.5597775,seoul
126.9236241,37.553716,seoul
129.0116339,35.2351995,busan
127.0702001,37.5485531,seoul
127.1540692,37.5546089,seoul
129.1612858,35.1638251,busan
126.7537109,37.5050987,kyeonggi
127.0316257,37.2635754,kyeonggi
126.9536435,37.3909818,kyeonggi
127.21925,37.2689,kyeonggi
126.7801781,37.7598688,kyeonggi
127.0296014,37.5145435,seoul
126.9834551,37.5633252,seoul
126.9252077,37.5559812,seoul
127.1291031,35.8415047,jeonbook
127.4458534,36.3350836,daejeon
126.9464424,37.483811,seoul
127.3778022,36.3532224,daejeon
126.9202221,37.5502637,seoul
126.7675993,37.4899125,kyeonggi
127.0894942,37.5358103,seoul
127.0338967,37.4617573,seoul
127.108832,36.9939486,kyeonggi
128.8076582,35.2026126,gyeongnam
126.83486,37.3188056,kyeonggi
127.1123212,37.2797931,kyeonggi
126.4818957,33.4877957,jeju
128.565831,35.8390128,daegu
127.0032468,37.5644058,seoul
126.8094878,37.4849908,kyeonggi
126.9856013,37.5699077,seoul
126.9187162,35.1456762,kwangju
126.8499567,35.1491407,kwangju
128.6272099,35.8225375,daegu
129.198383,35.8474537,gyeongbook
126.9161418,35.1511264,kwangju
128.7311623,35.8680964,daegu
127.1098365,37.3214677,kyeonggi
127.3875041,36.3393033,daejeon
127.0106331,37.5010714,seoul
127.0662301,37.5601731,seoul
127.112922,37.3219792,kyeonggi
127.0142685,37.6366612,seoul
127.1062089,37.5101887,seoul
127.0273947,37.5254244,seoul
127.0629745,37.0672946,kyeonggi
126.9169491,37.5476865,seoul
128.6386166,35.8225324,daegu
127.1469442,35.8212956,jeonbook
128.605652,35.857558,daegu
126.8967239,37.536103,seoul
127.0390857,37.5010918,seoul
129.1642651,35.1641507,busan
126.9196972,37.6189525,seoul
127.0560338,37.519545,seoul
127.0560338,37.519545,seoul
126.832875,37.3175939,kyeonggi
127.0431767,37.5047923,seoul
127.1549888,36.8176118,choongnam
127.5125098,34.9476145,jeonnam
127.0159328,37.4865935,seoul
127.064611,37.2103374,kyeonggi
127.3520992,36.3616188,daejeon
127.0027248,37.2674137,kyeonggi
126.8185052,37.1604108,kyeonggi
126.4235991,34.80196,jeonnam
129.0801324,35.2049965,busan
129.0113256,35.2355049,busan
127.316936,36.3876093,daejeon
126.9666189,37.5274357,seoul
126.9187744,35.149659,kwangju
127.1089547,37.5055708,seoul
127.4045261,36.3220953,daejeon
126.9061797,35.1391701,kwangju
126.8753027,35.1708,kwangju
127.0731052,37.5459016,seoul
127.1424163,35.8190813,jeonbook
127.1096539,37.3198245,kyeonggi
126.9174881,37.553068,seoul
126.9443359,37.5449999,seoul
126.7798875,37.4891372,kyeonggi
127.0340199,37.2493037,kyeonggi
127.0143741,37.492995,seoul
126.7713849,37.5030394,kyeonggi
126.8875447,37.5036102,seoul
129.372768,36.0686289,gyeongbook
127.2720798,37.1855843,kyeonggi
127.1357885,37.2660116,kyeonggi
127.9264648,37.3490409,kangwon
127.9586458,37.3203518,kangwon
127.9239439,37.3326698,kangwon
126.7786011,37.4986253,kyeonggi
127.4289251,36.3290151,daejeon
126.9816382,37.484608,seoul
127.4462295,37.2806105,kyeonggi
127.4431198,37.2810041,kyeonggi
126.9871673,35.9525877,jeonbook
126.948744,35.9401487,jeonbook
126.9761362,37.4002605,kyeonggi
126.6675986,37.605809,incheon
126.7090679,37.4527381,incheon
126.7019408,37.4516923,incheon
127.1328988,35.8141352,jeonbook
127.115514,35.8194921,jeonbook
127.1210496,35.8341329,jeonbook
127.0470453,37.6679862,seoul
127.1534301,35.8362175,jeonbook
129.0597734,35.1552343,busan
126.7772177,37.4973973,kyeonggi
127.1275305,37.3649477,kyeonggi
126.9648322,37.3950431,kyeonggi
126.7338992,37.5079136,incheon
128.5113975,35.8548406,daegu
127.0538913,37.5429236,seoul
126.9001989,35.1979852,kwangju
126.8539639,37.5548949,seoul
126.9830638,37.4860394,seoul
127.1102096,37.3211173,kyeonggi
129.1012108,35.1355031,busan
127.4563718,36.6333668,choongbook
129.2145942,35.2462233,busan
126.8841847,35.1615456,kwangju
126.8499653,35.1494635,kwangju
126.8888891,35.1513744,kwangju
126.8965011,35.1190229,kwangju
126.9261642,37.5558133,seoul
126.7517132,37.5075653,kyeonggi
127.4239501,36.3304675,daejeon
126.7517132,37.5075653,kyeonggi
126.9141153,35.1775152,kwangju
126.9742612,37.5724506,seoul
127.0429552,37.5038913,seoul
127.0099977,37.4915483,seoul
126.99182,37.5627274,seoul
126.9228634,37.5588369,seoul
127.063317,37.2099325,kyeonggi
126.8965154,37.4833471,seoul
126.7036134,37.443969,incheon
126.6452345,37.3926511,incheon
127.0616413,37.2068708,kyeonggi
126.9854989,37.4798788,seoul
127.4274292,36.327803,daejeon
128.5990147,35.867604,daegu
127.2079531,37.5413957,kyeonggi
127.4274292,36.327803,daejeon
129.0807062,35.2249208,busan
126.9598508,37.3825999,kyeonggi
127.1363534,37.5980354,kyeonggi
128.9658141,35.1117971,busan
126.9193836,35.1490677,kwangju
128.9658141,35.1117971,busan
126.9733227,37.5339258,seoul
126.7378967,37.5454191,incheon
127.0199913,37.494624,seoul
127.0991543,37.5092404,seoul
126.9384269,37.557984,seoul
127.117273,37.4947638,seoul
126.7220566,37.4014752,incheon
126.6675986,37.605809,incheon
126.735882,37.5070996,incheon
126.6508158,37.3941422,incheon
127.1271429,35.8439186,jeonbook
126.737699,35.724051,jeonbook
126.8512352,35.5669911,jeonbook
127.1170906,35.7971323,jeonbook
127.1451368,35.8191485,jeonbook
126.4838847,33.4882591,jeju
126.4699215,33.4838727,jeju
126.561742,33.4603431,jeju
126.4767628,33.4888119,jeju
126.5295662,33.4980543,jeju
126.4843,33.4813384,jeju
126.5434279,33.5022066,jeju
126.5238228,33.5112544,jeju
127.1252115,37.3319826,kyeonggi
127.4462295,37.2806105,kyeonggi
127.0879268,36.9942809,kyeonggi
126.9273962,36.9841476,kyeonggi
127.0882463,36.9918017,kyeonggi
126.9593654,37.2163997,kyeonggi
